Location,Year,Feature,Record count,Missing count,Missing percentage
Uluru,2017,Cloud9am,176,128,72.7273
Uluru,2017,Cloud3pm,176,117,66.4773
Uluru,2017,Pressure9am,176,0,0.0
Uluru,2017,Pressure3pm,176,0,0.0
Uluru,2017,WindDir9am,176,3,1.7045
Uluru,2017,WindGustDir,176,3,1.7045
Uluru,2017,WindGustSpeed,176,3,1.7045
WaggaWagga,2009,Sunshine,365,4,1.0959
WaggaWagga,2009,Evaporation,365,2,0.5479
WaggaWagga,2009,Cloud9am,365,2,0.5479
WaggaWagga,2009,Cloud3pm,365,1,0.274
WaggaWagga,2009,Pressure9am,365,0,0.0
WaggaWagga,2009,Pressure3pm,365,0,0.0
WaggaWagga,2009,WindDir9am,365,10,2.7397
WaggaWagga,2009,WindGustDir,365,8,2.1918
WaggaWagga,2009,WindGustSpeed,365,8,2.1918
WaggaWagga,2010,Sunshine,365,1,0.274
WaggaWagga,2010,Evaporation,365,1,0.274
WaggaWagga,2010,Cloud9am,365,1,0.274
WaggaWagga,2010,Cloud3pm,365,0,0.0
WaggaWagga,2010,Pressure9am,365,0,0.0
WaggaWagga,2010,Pressure3pm,365,0,0.0
WaggaWagga,2010,WindDir9am,365,16,4.3836
WaggaWagga,2010,WindGustDir,365,1,0.274
WaggaWagga,2010,WindGustSpeed,365,1,0.274
WaggaWagga,2011,Sunshine,335,0,0.0
WaggaWagga,2011,Evaporation,335,1,0.2985
WaggaWagga,2011,Cloud9am,335,1,0.2985
WaggaWagga,2011,Cloud3pm,335,1,0.2985
WaggaWagga,2011,Pressure9am,335,0,0.0
WaggaWagga,2011,Pressure3pm,335,0,0.0
WaggaWagga,2011,WindDir9am,335,11,3.2836
WaggaWagga,2011,WindGustDir,335,7,2.0896
WaggaWagga,2011,WindGustSpeed,335,7,2.0896
WaggaWagga,2012,Sunshine,335,0,0.0
WaggaWagga,2012,Evaporation,335,1,0.2985
WaggaWagga,2012,Cloud9am,335,1,0.2985
WaggaWagga,2012,Cloud3pm,335,1,0.2985
WaggaWagga,2012,Pressure9am,335,0,0.0
WaggaWagga,2012,Pressure3pm,335,0,0.0
WaggaWagga,2012,WindDir9am,335,17,5.0746
WaggaWagga,2012,WindGustDir,335,8,2.3881
WaggaWagga,2012,WindGustSpeed,335,8,2.3881
WaggaWagga,2013,Sunshine,337,0,0.0
WaggaWagga,2013,Evaporation,337,0,0.0
WaggaWagga,2013,Cloud9am,337,2,0.5935
WaggaWagga,2013,Cloud3pm,337,0,0.0
WaggaWagga,2013,Pressure9am,337,0,0.0
WaggaWagga,2013,Pressure3pm,337,0,0.0
WaggaWagga,2013,WindDir9am,337,16,4.7478
WaggaWagga,2013,WindGustDir,337,0,0.0
WaggaWagga,2013,WindGustSpeed,337,0,0.0
WaggaWagga,2014,Sunshine,365,0,0.0
WaggaWagga,2014,Evaporation,365,0,0.0
WaggaWagga,2014,Cloud9am,365,1,0.274
WaggaWagga,2014,Cloud3pm,365,0,0.0
WaggaWagga,2014,Pressure9am,365,0,0.0
WaggaWagga,2014,Pressure3pm,365,0,0.0
WaggaWagga,2014,WindDir9am,365,12,3.2877
WaggaWagga,2014,WindGustDir,365,3,0.8219
WaggaWagga,2014,WindGustSpeed,365,3,0.8219
WaggaWagga,2015,Sunshine,365,3,0.8219
WaggaWagga,2015,Evaporation,365,2,0.5479
WaggaWagga,2015,Cloud9am,365,4,1.0959
WaggaWagga,2015,Cloud3pm,365,5,1.3699
WaggaWagga,2015,Pressure9am,365,0,0.0
WaggaWagga,2015,Pressure3pm,365,0,0.0
WaggaWagga,2015,WindDir9am,365,19,5.2055
WaggaWagga,2015,WindGustDir,365,0,0.0
WaggaWagga,2015,WindGustSpeed,365,0,0.0
WaggaWagga,2016,Sunshine,366,250,68.306
WaggaWagga,2016,Evaporation,366,64,17.4863
WaggaWagga,2016,Cloud9am,366,100,27.3224
WaggaWagga,2016,Cloud3pm,366,76,20.765
WaggaWagga,2016,Pressure9am,366,0,0.0
WaggaWagga,2016,Pressure3pm,366,0,0.0
WaggaWagga,2016,WindDir9am,366,14,3.8251
WaggaWagga,2016,WindGustDir,366,1,0.2732
WaggaWagga,2016,WindGustSpeed,366,1,0.2732
WaggaWagga,2017,Sunshine,176,176,100.0
WaggaWagga,2017,Evaporation,176,67,38.0682
WaggaWagga,2017,Cloud9am,176,111,63.0682
WaggaWagga,2017,Cloud3pm,176,89,50.5682
WaggaWagga,2017,Pressure9am,176,0,0.0
WaggaWagga,2017,Pressure3pm,176,0,0.0
WaggaWagga,2017,WindDir9am,176,4,2.2727
WaggaWagga,2017,WindGustDir,176,0,0.0
WaggaWagga,2017,WindGustSpeed,176,0,0.0
Walpole,2009,Sunshine,365,365,100.0
Walpole,2009,Evaporation,365,365,100.0
Walpole,2009,Cloud9am,365,365,100.0
Walpole,2009,Cloud3pm,365,365,100.0
Walpole,2009,Pressure9am,365,13,3.5616
Walpole,2009,Pressure3pm,365,12,3.2877
Walpole,2009,WindDir9am,365,35,9.589
Walpole,2009,WindGustDir,365,15,4.1096
Walpole,2009,WindGustSpeed,365,15,4.1096
Walpole,2010,Sunshine,365,365,100.0
Walpole,2010,Evaporation,365,365,100.0
Walpole,2010,Cloud9am,365,365,100.0
Walpole,2010,Cloud3pm,365,365,100.0
Walpole,2010,Pressure9am,365,0,0.0
Walpole,2010,Pressure3pm,365,0,0.0
Walpole,2010,WindDir9am,365,21,5.7534
Walpole,2010,WindGustDir,365,2,0.5479
Walpole,2010,WindGustSpeed,365,2,0.5479
Walpole,2011,Sunshine,332,332,100.0
Walpole,2011,Evaporation,332,332,100.0
Walpole,2011,Cloud9am,332,332,100.0
Walpole,2011,Cloud3pm,332,332,100.0
Walpole,2011,Pressure9am,332,9,2.7108
Walpole,2011,Pressure3pm,332,9,2.7108
Walpole,2011,WindDir9am,332,24,7.2289
Walpole,2011,WindGustDir,332,13,3.9157
Walpole,2011,WindGustSpeed,332,13,3.9157
Walpole,2012,Sunshine,335,335,100.0
Walpole,2012,Evaporation,335,335,100.0
Walpole,2012,Cloud9am,335,335,100.0
Walpole,2012,Cloud3pm,335,335,100.0
Walpole,2012,Pressure9am,335,0,0.0
Walpole,2012,Pressure3pm,335,1,0.2985
Walpole,2012,WindDir9am,335,36,10.7463
Walpole,2012,WindGustDir,335,7,2.0896
Walpole,2012,WindGustSpeed,335,2,0.597
Walpole,2013,Sunshine,337,337,100.0
Walpole,2013,Evaporation,337,337,100.0
Walpole,2013,Cloud9am,337,337,100.0
Walpole,2013,Cloud3pm,337,337,100.0
Walpole,2013,Pressure9am,337,5,1.4837
Walpole,2013,Pressure3pm,337,3,0.8902
Walpole,2013,WindDir9am,337,53,15.727
Walpole,2013,WindGustDir,337,33,9.7923
Walpole,2013,WindGustSpeed,337,6,1.7804
Walpole,2014,Sunshine,365,365,100.0
Walpole,2014,Evaporation,365,365,100.0
Walpole,2014,Cloud9am,365,365,100.0
Walpole,2014,Cloud3pm,365,365,100.0
Walpole,2014,Pressure9am,365,0,0.0
Walpole,2014,Pressure3pm,365,1,0.274
Walpole,2014,WindDir9am,365,33,9.0411
Walpole,2014,WindGustDir,365,9,2.4658
Walpole,2014,WindGustSpeed,365,9,2.4658
Walpole,2015,Sunshine,365,365,100.0
Walpole,2015,Evaporation,365,365,100.0
Walpole,2015,Cloud9am,365,365,100.0
Walpole,2015,Cloud3pm,365,365,100.0
Walpole,2015,Pressure9am,365,0,0.0
Walpole,2015,Pressure3pm,365,0,0.0
Walpole,2015,WindDir9am,365,40,10.9589
Walpole,2015,WindGustDir,365,11,3.0137
Walpole,2015,WindGustSpeed,365,11,3.0137
Walpole,2016,Sunshine,366,366,100.0
Walpole,2016,Evaporation,366,366,100.0
Walpole,2016,Cloud9am,366,366,100.0
Walpole,2016,Cloud3pm,366,366,100.0
Walpole,2016,Pressure9am,366,1,0.2732
Walpole,2016,Pressure3pm,366,0,0.0
Walpole,2016,WindDir9am,366,30,8.1967
Walpole,2016,WindGustDir,366,24,6.5574
Walpole,2016,WindGustSpeed,366,24,6.5574
Walpole,2017,Sunshine,176,176,100.0
Walpole,2017,Evaporation,176,176,100.0
Walpole,2017,Cloud9am,176,176,100.0
Walpole,2017,Cloud3pm,176,176,100.0
Walpole,2017,Pressure9am,176,0,0.0
Walpole,2017,Pressure3pm,176,0,0.0
Walpole,2017,WindDir9am,176,14,7.9545
Walpole,2017,WindGustDir,176,4,2.2727
Walpole,2017,WindGustSpeed,176,4,2.2727
Watsonia,2009,Sunshine,365,0,0.0
Watsonia,2009,Evaporation,365,0,0.0
Watsonia,2009,Cloud9am,365,0,0.0
Watsonia,2009,Cloud3pm,365,0,0.0
Watsonia,2009,Pressure9am,365,0,0.0
Watsonia,2009,Pressure3pm,365,0,0.0
Watsonia,2009,WindDir9am,365,22,6.0274
Watsonia,2009,WindGustDir,365,2,0.5479
Watsonia,2009,WindGustSpeed,365,2,0.5479
Watsonia,2010,Sunshine,365,1,0.274
Watsonia,2010,Evaporation,365,0,0.0
Watsonia,2010,Cloud9am,365,0,0.0
Watsonia,2010,Cloud3pm,365,0,0.0
Watsonia,2010,Pressure9am,365,1,0.274
Watsonia,2010,Pressure3pm,365,0,0.0
Watsonia,2010,WindDir9am,365,23,6.3014
Watsonia,2010,WindGustDir,365,4,1.0959
Watsonia,2010,WindGustSpeed,365,4,1.0959
Watsonia,2011,Sunshine,335,0,0.0
Watsonia,2011,Evaporation,335,0,0.0
Watsonia,2011,Cloud9am,335,0,0.0
Watsonia,2011,Cloud3pm,335,0,0.0
Watsonia,2011,Pressure9am,335,0,0.0
Watsonia,2011,Pressure3pm,335,0,0.0
Watsonia,2011,WindDir9am,335,17,5.0746
Watsonia,2011,WindGustDir,335,1,0.2985
Watsonia,2011,WindGustSpeed,335,1,0.2985
Watsonia,2012,Sunshine,335,0,0.0
Watsonia,2012,Evaporation,335,0,0.0
Watsonia,2012,Cloud9am,335,0,0.0
Watsonia,2012,Cloud3pm,335,0,0.0
Watsonia,2012,Pressure9am,335,0,0.0
Watsonia,2012,Pressure3pm,335,0,0.0
Watsonia,2012,WindDir9am,335,15,4.4776
Watsonia,2012,WindGustDir,335,0,0.0
Watsonia,2012,WindGustSpeed,335,0,0.0
Watsonia,2013,Sunshine,337,0,0.0
Watsonia,2013,Evaporation,337,0,0.0
Watsonia,2013,Cloud9am,337,0,0.0
Watsonia,2013,Cloud3pm,337,0,0.0
Watsonia,2013,Pressure9am,337,0,0.0
Watsonia,2013,Pressure3pm,337,0,0.0
Watsonia,2013,WindDir9am,337,22,6.5282
Watsonia,2013,WindGustDir,337,0,0.0
Watsonia,2013,WindGustSpeed,337,0,0.0
Watsonia,2014,Sunshine,365,0,0.0
Watsonia,2014,Evaporation,365,0,0.0
Watsonia,2014,Cloud9am,365,0,0.0
Watsonia,2014,Cloud3pm,365,0,0.0
Watsonia,2014,Pressure9am,365,0,0.0
Watsonia,2014,Pressure3pm,365,0,0.0
Watsonia,2014,WindDir9am,365,27,7.3973
Watsonia,2014,WindGustDir,365,2,0.5479
Watsonia,2014,WindGustSpeed,365,2,0.5479
Watsonia,2015,Sunshine,365,0,0.0
Watsonia,2015,Evaporation,365,2,0.5479
Watsonia,2015,Cloud9am,365,0,0.0
Watsonia,2015,Cloud3pm,365,1,0.274
Watsonia,2015,Pressure9am,365,0,0.0
Watsonia,2015,Pressure3pm,365,0,0.0
Watsonia,2015,WindDir9am,365,19,5.2055
Watsonia,2015,WindGustDir,365,4,1.0959
Watsonia,2015,WindGustSpeed,365,4,1.0959
Watsonia,2016,Sunshine,366,0,0.0
Watsonia,2016,Evaporation,366,1,0.2732
Watsonia,2016,Cloud9am,366,0,0.0
Watsonia,2016,Cloud3pm,366,0,0.0
Watsonia,2016,Pressure9am,366,0,0.0
Watsonia,2016,Pressure3pm,366,0,0.0
Watsonia,2016,WindDir9am,366,26,7.1038
Watsonia,2016,WindGustDir,366,11,3.0055
Watsonia,2016,WindGustSpeed,366,11,3.0055
Watsonia,2017,Sunshine,176,0,0.0
Watsonia,2017,Evaporation,176,0,0.0
Watsonia,2017,Cloud9am,176,0,0.0
Watsonia,2017,Cloud3pm,176,0,0.0
Watsonia,2017,Pressure9am,176,1,0.5682
Watsonia,2017,Pressure3pm,176,0,0.0
Watsonia,2017,WindDir9am,176,20,11.3636
Watsonia,2017,WindGustDir,176,13,7.3864
Watsonia,2017,WindGustSpeed,176,13,7.3864
Williamtown,2009,Sunshine,365,5,1.3699
Williamtown,2009,Evaporation,365,7,1.9178
Williamtown,2009,Cloud9am,365,2,0.5479
Williamtown,2009,Cloud3pm,365,32,8.7671
Williamtown,2009,Pressure9am,365,0,0.0
Williamtown,2009,Pressure3pm,365,2,0.5479
Williamtown,2009,WindDir9am,365,8,2.1918
Williamtown,2009,WindGustDir,365,23,6.3014
Williamtown,2009,WindGustSpeed,365,23,6.3014
Williamtown,2010,Sunshine,365,41,11.2329
Williamtown,2010,Evaporation,365,24,6.5753
Williamtown,2010,Cloud9am,365,13,3.5616
Williamtown,2010,Cloud3pm,365,23,6.3014
Williamtown,2010,Pressure9am,365,5,1.3699
Williamtown,2010,Pressure3pm,365,5,1.3699
Williamtown,2010,WindDir9am,365,9,2.4658
Williamtown,2010,WindGustDir,365,20,5.4795
Williamtown,2010,WindGustSpeed,365,20,5.4795
Williamtown,2011,Sunshine,335,179,53.4328
Williamtown,2011,Evaporation,335,111,33.1343
Williamtown,2011,Cloud9am,335,56,16.7164
Williamtown,2011,Cloud3pm,335,61,18.209
Williamtown,2011,Pressure9am,335,1,0.2985
Williamtown,2011,Pressure3pm,335,1,0.2985
Williamtown,2011,WindDir9am,335,14,4.1791
Williamtown,2011,WindGustDir,335,24,7.1642
Williamtown,2011,WindGustSpeed,335,24,7.1642
Williamtown,2012,Sunshine,335,240,71.6418
Williamtown,2012,Evaporation,335,149,44.4776
Williamtown,2012,Cloud9am,335,90,26.8657
Williamtown,2012,Cloud3pm,335,78,23.2836
Williamtown,2012,Pressure9am,335,1,0.2985
Williamtown,2012,Pressure3pm,335,1,0.2985
Williamtown,2012,WindDir9am,335,2,0.597
Williamtown,2012,WindGustDir,335,11,3.2836
Williamtown,2012,WindGustSpeed,335,11,3.2836
Williamtown,2013,Sunshine,337,236,70.0297
Williamtown,2013,Evaporation,337,144,42.73
Williamtown,2013,Cloud9am,337,83,24.6291
Williamtown,2013,Cloud3pm,337,90,26.7062
Williamtown,2013,Pressure9am,337,4,1.1869
Williamtown,2013,Pressure3pm,337,1,0.2967
Williamtown,2013,WindDir9am,337,8,2.3739
Williamtown,2013,WindGustDir,337,11,3.2641
Williamtown,2013,WindGustSpeed,337,11,3.2641
Williamtown,2014,Sunshine,365,270,73.9726
Williamtown,2014,Evaporation,365,161,44.1096
Williamtown,2014,Cloud9am,365,82,22.4658
Williamtown,2014,Cloud3pm,365,83,22.7397
Williamtown,2014,Pressure9am,365,1,0.274
Williamtown,2014,Pressure3pm,365,1,0.274
Williamtown,2014,WindDir9am,365,21,5.7534
Williamtown,2014,WindGustDir,365,5,1.3699
Williamtown,2014,WindGustSpeed,365,5,1.3699
Williamtown,2015,Sunshine,365,200,54.7945
Williamtown,2015,Evaporation,365,139,38.0822
Williamtown,2015,Cloud9am,365,55,15.0685
Williamtown,2015,Cloud3pm,365,58,15.8904
Williamtown,2015,Pressure9am,365,0,0.0
Williamtown,2015,Pressure3pm,365,0,0.0
Williamtown,2015,WindDir9am,365,11,3.0137
Williamtown,2015,WindGustDir,365,3,0.8219
Williamtown,2015,WindGustSpeed,365,2,0.5479
Williamtown,2016,Sunshine,366,307,83.8798
Williamtown,2016,Evaporation,366,152,41.5301
Williamtown,2016,Cloud9am,366,156,42.623
Williamtown,2016,Cloud3pm,366,152,41.5301
Williamtown,2016,Pressure9am,366,0,0.0
Williamtown,2016,Pressure3pm,366,0,0.0
Williamtown,2016,WindDir9am,366,8,2.1858
Williamtown,2016,WindGustDir,366,30,8.1967
Williamtown,2016,WindGustSpeed,366,30,8.1967
Williamtown,2017,Sunshine,176,176,100.0
Williamtown,2017,Evaporation,176,176,100.0
Williamtown,2017,Cloud9am,176,65,36.9318
Williamtown,2017,Cloud3pm,176,72,40.9091
Williamtown,2017,Pressure9am,176,0,0.0
Williamtown,2017,Pressure3pm,176,0,0.0
Williamtown,2017,WindDir9am,176,6,3.4091
Williamtown,2017,WindGustDir,176,9,5.1136
Williamtown,2017,WindGustSpeed,176,9,5.1136
Witchcliffe,2009,Sunshine,365,365,100.0
Witchcliffe,2009,Evaporation,365,365,100.0
Witchcliffe,2009,Cloud9am,365,365,100.0
Witchcliffe,2009,Cloud3pm,365,365,100.0
Witchcliffe,2009,Pressure9am,365,2,0.5479
Witchcliffe,2009,Pressure3pm,365,1,0.274
Witchcliffe,2009,WindDir9am,365,31,8.4932
Witchcliffe,2009,WindGustDir,365,6,1.6438
Witchcliffe,2009,WindGustSpeed,365,6,1.6438
Witchcliffe,2010,Sunshine,365,365,100.0
Witchcliffe,2010,Evaporation,365,365,100.0
Witchcliffe,2010,Cloud9am,365,365,100.0
Witchcliffe,2010,Cloud3pm,365,365,100.0
Witchcliffe,2010,Pressure9am,365,1,0.274
Witchcliffe,2010,Pressure3pm,365,0,0.0
Witchcliffe,2010,WindDir9am,365,35,9.589
Witchcliffe,2010,WindGustDir,365,4,1.0959
Witchcliffe,2010,WindGustSpeed,365,4,1.0959
Witchcliffe,2011,Sunshine,335,335,100.0
Witchcliffe,2011,Evaporation,335,335,100.0
Witchcliffe,2011,Cloud9am,335,335,100.0
Witchcliffe,2011,Cloud3pm,335,335,100.0
Witchcliffe,2011,Pressure9am,335,131,39.1045
Witchcliffe,2011,Pressure3pm,335,132,39.403
Witchcliffe,2011,WindDir9am,335,16,4.7761
Witchcliffe,2011,WindGustDir,335,2,0.597
Witchcliffe,2011,WindGustSpeed,335,2,0.597
Witchcliffe,2012,Sunshine,335,335,100.0
Witchcliffe,2012,Evaporation,335,335,100.0
Witchcliffe,2012,Cloud9am,335,335,100.0
Witchcliffe,2012,Cloud3pm,335,335,100.0
Witchcliffe,2012,Pressure9am,335,0,0.0
Witchcliffe,2012,Pressure3pm,335,1,0.2985
Witchcliffe,2012,WindDir9am,335,22,6.5672
Witchcliffe,2012,WindGustDir,335,2,0.597
Witchcliffe,2012,WindGustSpeed,335,2,0.597
Witchcliffe,2013,Sunshine,337,337,100.0
Witchcliffe,2013,Evaporation,337,337,100.0
Witchcliffe,2013,Cloud9am,337,337,100.0
Witchcliffe,2013,Cloud3pm,337,337,100.0
Witchcliffe,2013,Pressure9am,337,0,0.0
Witchcliffe,2013,Pressure3pm,337,0,0.0
Witchcliffe,2013,WindDir9am,337,35,10.3858
Witchcliffe,2013,WindGustDir,337,0,0.0
Witchcliffe,2013,WindGustSpeed,337,0,0.0
Witchcliffe,2014,Sunshine,365,365,100.0
Witchcliffe,2014,Evaporation,365,365,100.0
Witchcliffe,2014,Cloud9am,365,365,100.0
Witchcliffe,2014,Cloud3pm,365,365,100.0
Witchcliffe,2014,Pressure9am,365,0,0.0
Witchcliffe,2014,Pressure3pm,365,0,0.0
Witchcliffe,2014,WindDir9am,365,25,6.8493
Witchcliffe,2014,WindGustDir,365,3,0.8219
Witchcliffe,2014,WindGustSpeed,365,3,0.8219
Witchcliffe,2015,Sunshine,365,365,100.0
Witchcliffe,2015,Evaporation,365,365,100.0
Witchcliffe,2015,Cloud9am,365,365,100.0
Witchcliffe,2015,Cloud3pm,365,365,100.0
Witchcliffe,2015,Pressure9am,365,0,0.0
Witchcliffe,2015,Pressure3pm,365,0,0.0
Witchcliffe,2015,WindDir9am,365,46,12.6027
Witchcliffe,2015,WindGustDir,365,7,1.9178
Witchcliffe,2015,WindGustSpeed,365,6,1.6438
Witchcliffe,2016,Sunshine,366,366,100.0
Witchcliffe,2016,Evaporation,366,366,100.0
Witchcliffe,2016,Cloud9am,366,366,100.0
Witchcliffe,2016,Cloud3pm,366,366,100.0
Witchcliffe,2016,Pressure9am,366,0,0.0
Witchcliffe,2016,Pressure3pm,366,0,0.0
Witchcliffe,2016,WindDir9am,366,23,6.2842
Witchcliffe,2016,WindGustDir,366,10,2.7322
Witchcliffe,2016,WindGustSpeed,366,10,2.7322
Witchcliffe,2017,Sunshine,176,176,100.0
Witchcliffe,2017,Evaporation,176,176,100.0
Witchcliffe,2017,Cloud9am,176,176,100.0
Witchcliffe,2017,Cloud3pm,176,176,100.0
Witchcliffe,2017,Pressure9am,176,0,0.0
Witchcliffe,2017,Pressure3pm,176,0,0.0
Witchcliffe,2017,WindDir9am,176,17,9.6591
Witchcliffe,2017,WindGustDir,176,0,0.0
Witchcliffe,2017,WindGustSpeed,176,0,0.0
Wollongong,2008,Sunshine,31,31,100.0
Wollongong,2008,Evaporation,31,31,100.0
Wollongong,2008,Cloud9am,31,17,54.8387
Wollongong,2008,Cloud3pm,31,14,45.1613
Wollongong,2008,Pressure9am,31,0,0.0
Wollongong,2008,Pressure3pm,31,0,0.0
Wollongong,2008,WindDir9am,31,3,9.6774
Wollongong,2008,WindGustDir,31,2,6.4516
Wollongong,2008,WindGustSpeed,31,2,6.4516
Wollongong,2009,Sunshine,365,365,100.0
Wollongong,2009,Evaporation,365,365,100.0
Wollongong,2009,Cloud9am,365,220,60.274
Wollongong,2009,Cloud3pm,365,207,56.7123
Wollongong,2009,Pressure9am,365,3,0.8219
Wollongong,2009,Pressure3pm,365,1,0.274
Wollongong,2009,WindDir9am,365,10,2.7397
Wollongong,2009,WindGustDir,365,2,0.5479
Wollongong,2009,WindGustSpeed,365,2,0.5479
Wollongong,2010,Sunshine,365,365,100.0
Wollongong,2010,Evaporation,365,365,100.0
Wollongong,2010,Cloud9am,365,203,55.6164
Wollongong,2010,Cloud3pm,365,185,50.6849
Wollongong,2010,Pressure9am,365,6,1.6438
Wollongong,2010,Pressure3pm,365,4,1.0959
Wollongong,2010,WindDir9am,365,39,10.6849
Wollongong,2010,WindGustDir,365,34,9.3151
Wollongong,2010,WindGustSpeed,365,34,9.3151
Wollongong,2011,Sunshine,335,335,100.0
Wollongong,2011,Evaporation,335,335,100.0
Wollongong,2011,Cloud9am,335,183,54.6269
Wollongong,2011,Cloud3pm,335,175,52.2388
Wollongong,2011,Pressure9am,335,31,9.2537
Wollongong,2011,Pressure3pm,335,12,3.5821
Wollongong,2011,WindDir9am,335,12,3.5821
Wollongong,2011,WindGustDir,335,0,0.0
Wollongong,2011,WindGustSpeed,335,0,0.0
Wollongong,2012,Sunshine,335,335,100.0
Wollongong,2012,Evaporation,335,335,100.0
Wollongong,2012,Cloud9am,335,209,62.3881
Wollongong,2012,Cloud3pm,335,207,61.791
Wollongong,2012,Pressure9am,335,0,0.0
Wollongong,2012,Pressure3pm,335,0,0.0
Wollongong,2012,WindDir9am,335,11,3.2836
Wollongong,2012,WindGustDir,335,3,0.8955
Wollongong,2012,WindGustSpeed,335,3,0.8955
Wollongong,2013,Sunshine,337,337,100.0
Wollongong,2013,Evaporation,337,337,100.0
Wollongong,2013,Cloud9am,337,223,66.1721
Wollongong,2013,Cloud3pm,337,219,64.9852
Wollongong,2013,Pressure9am,337,1,0.2967
Wollongong,2013,Pressure3pm,337,0,0.0
Wollongong,2013,WindDir9am,337,10,2.9674
Wollongong,2013,WindGustDir,337,0,0.0
Wollongong,2013,WindGustSpeed,337,0,0.0
Wollongong,2014,Sunshine,365,365,100.0
Wollongong,2014,Evaporation,365,365,100.0
Wollongong,2014,Cloud9am,365,219,60.0
Wollongong,2014,Cloud3pm,365,220,60.274
Wollongong,2014,Pressure9am,365,8,2.1918
Wollongong,2014,Pressure3pm,365,2,0.5479
Wollongong,2014,WindDir9am,365,12,3.2877
Wollongong,2014,WindGustDir,365,2,0.5479
Wollongong,2014,WindGustSpeed,365,2,0.5479
Wollongong,2015,Sunshine,365,365,100.0
Wollongong,2015,Evaporation,365,365,100.0
Wollongong,2015,Cloud9am,365,171,46.8493
Wollongong,2015,Cloud3pm,365,151,41.3699
Wollongong,2015,Pressure9am,365,1,0.274
Wollongong,2015,Pressure3pm,365,0,0.0
Wollongong,2015,WindDir9am,365,9,2.4658
Wollongong,2015,WindGustDir,365,2,0.5479
Wollongong,2015,WindGustSpeed,365,2,0.5479
Wollongong,2016,Sunshine,366,366,100.0
Wollongong,2016,Evaporation,366,366,100.0
Wollongong,2016,Cloud9am,366,181,49.4536
Wollongong,2016,Cloud3pm,366,172,46.9945
Wollongong,2016,Pressure9am,366,0,0.0
Wollongong,2016,Pressure3pm,366,0,0.0
Wollongong,2016,WindDir9am,366,9,2.459
Wollongong,2016,WindGustDir,366,2,0.5464
Wollongong,2016,WindGustSpeed,366,2,0.5464
Wollongong,2017,Sunshine,176,176,100.0
Wollongong,2017,Evaporation,176,176,100.0
Wollongong,2017,Cloud9am,176,69,39.2045
Wollongong,2017,Cloud3pm,176,73,41.4773
Wollongong,2017,Pressure9am,176,0,0.0
Wollongong,2017,Pressure3pm,176,0,0.0
Wollongong,2017,WindDir9am,176,10,5.6818
Wollongong,2017,WindGustDir,176,1,0.5682
Wollongong,2017,WindGustSpeed,176,1,0.5682
Woomera,2009,Sunshine,365,6,1.6438
Woomera,2009,Evaporation,365,3,0.8219
Woomera,2009,Cloud9am,365,2,0.5479
Woomera,2009,Cloud3pm,365,1,0.274
Woomera,2009,Pressure9am,365,0,0.0
Woomera,2009,Pressure3pm,365,0,0.0
Woomera,2009,WindDir9am,365,0,0.0
Woomera,2009,WindGustDir,365,6,1.6438
Woomera,2009,WindGustSpeed,365,6,1.6438
Woomera,2010,Sunshine,365,34,9.3151
Woomera,2010,Evaporation,365,25,6.8493
Woomera,2010,Cloud9am,365,23,6.3014
Woomera,2010,Cloud3pm,365,26,7.1233
Woomera,2010,Pressure9am,365,0,0.0
Woomera,2010,Pressure3pm,365,2,0.5479
Woomera,2010,WindDir9am,365,2,0.5479
Woomera,2010,WindGustDir,365,3,0.8219
Woomera,2010,WindGustSpeed,365,3,0.8219
Woomera,2011,Sunshine,335,47,14.0299
Woomera,2011,Evaporation,335,39,11.6418
Woomera,2011,Cloud9am,335,23,6.8657
Woomera,2011,Cloud3pm,335,32,9.5522
Woomera,2011,Pressure9am,335,8,2.3881
Woomera,2011,Pressure3pm,335,9,2.6866
Woomera,2011,WindDir9am,335,11,3.2836
Woomera,2011,WindGustDir,335,25,7.4627
Woomera,2011,WindGustSpeed,335,25,7.4627
Woomera,2012,Sunshine,335,103,30.7463
Woomera,2012,Evaporation,335,61,18.209
Woomera,2012,Cloud9am,335,45,13.4328
Woomera,2012,Cloud3pm,335,57,17.0149
Woomera,2012,Pressure9am,335,0,0.0
Woomera,2012,Pressure3pm,335,0,0.0
Woomera,2012,WindDir9am,335,2,0.597
Woomera,2012,WindGustDir,335,0,0.0
Woomera,2012,WindGustSpeed,335,0,0.0
Woomera,2013,Sunshine,337,96,28.4866
Woomera,2013,Evaporation,337,55,16.3205
Woomera,2013,Cloud9am,337,41,12.1662
Woomera,2013,Cloud3pm,337,61,18.1009
Woomera,2013,Pressure9am,337,1,0.2967
Woomera,2013,Pressure3pm,337,1,0.2967
Woomera,2013,WindDir9am,337,3,0.8902
Woomera,2013,WindGustDir,337,1,0.2967
Woomera,2013,WindGustSpeed,337,1,0.2967
Woomera,2014,Sunshine,365,178,48.7671
Woomera,2014,Evaporation,365,111,30.411
Woomera,2014,Cloud9am,365,93,25.4795
Woomera,2014,Cloud3pm,365,104,28.4932
Woomera,2014,Pressure9am,365,1,0.274
Woomera,2014,Pressure3pm,365,0,0.0
Woomera,2014,WindDir9am,365,4,1.0959
Woomera,2014,WindGustDir,365,1,0.274
Woomera,2014,WindGustSpeed,365,1,0.274
Woomera,2015,Sunshine,365,157,43.0137
Woomera,2015,Evaporation,365,94,25.7534
